"100 Moffett Blvd, Mountain View, CA 94043",2015-1,"In December 2013, the City Council approved a request by Prometheus
Real Estate Group for a 184-unit apartment project. The project
includes three residential buildings that r eplac e existing
commercial and office buildings on an approximately 2.68 acre site.
The project includes the conversion of an existing vehicle on-ramp to
a bicycle/pedestrian-only paseo connecting Stierlin Road to the corner
of Central Expressway and Moffett Boulevard. Status/Next Step(s):
Approved. In July 2014, the Zoning Administrator approved a reduced
development alternative. The reduced development alternative includes
the design of a smaller “Building A”, and will only be used if the
owner cannot secure the land necessary to construct the originally
approved project. Construction is underway and expected to be
completed by mid-2016. Planning Area: Monta Loma/Farley/Rock Project
Planner: Rebecca Shapiro"
"100 Moffett Blvd, Mountain View, CA 94043",2015-2,"In December 2013, the City Council approved a request by Prometheus
Real Estate Group for a 184-unit apartment project. The project
includes three residential buildings that replace existing commercial
and office buildings on an approximately 2.68 acre site. The project
includes the conversion of an existing vehicle on-ramp to a
bicycle/pedestrian-only paseo connecting Stierlin Road to the corner
of Central Expressway and Moffett Boulevard. Status/Next Step(s):
Approved. In July 2014, the Zoning Administrator approved a reduced
development alternative. The reduced development alternative includes
the design of a smaller “Building A”, and will only be used if the
owner cannot secure the land necessary to construct the originally
approved project. Construction is underway and expected to be
completed by mid-2016. Planning Area: Monta Loma/Farley/Rock Project
Planner: Rebecca Shapiro"
"100 Moffett Blvd, Mountain View, CA 94043",2015-3,"In December 2013, the City Council approved a request by Prometheus
Real Estate Group for a 184-unit apartment project. The project
includes three residential buildings that r eplac e existing
commercial and office buildings on an approximately 2.68 acre site.
The project inclu des the conversion of an existing vehicle on-ramp to
a bicycle/pedestrian-only paseo connecting Stierlin Road to the corner
of Central Expressway and Moffett Boulevard. Status/Next Step(s):
Approved. Construction is underway and expected to be completed by
mid/late-2016. Planning Area: Monta Loma/Farley/Rock Project Planner:
Rebecca Shapiro Applicant: Prometheus Real Estate Group"
"100 Moffett Blvd, Mountain View, CA 94043",2015-4,"In December 2013, the City Council approved a request by Prometheus
Real Estate Group for a 184-unit apartment project. The project
includes three residential buildings that replac e existing commercial
and office buildings on an approximately 2.68 acre site. The project
includes the conversion of an existing vehicle on-ramp to a
bicycle/pedestrian-only paseo connecting Stierlin Road to the corner
of Central Ex pressway and Moffett Boulevard. Status/Next Step(s):
Approved. Construction is underway and expected to be completed by
mid/late-2016. Planning Area: Monta Loma/Farley/Rock Project Planner:
Rebecca Shapiro Applicant: Prometheus Real Estate Group"
"100 Moffett Blvd, Mountain View, CA 94043",2015-5,"In December 2013, the City Council approved a 184-unit apartment
project. The project includes three new residential buildings on an
approximately 2.68 acre site. The project includes the conversion of
an existing vehicle on-ramp to a bicycle/pedestrian-only paseo
connecting Stierlin Road to the corner of Central Expressway and
Moffett Boulevard. Status/Next Step(s): Approved. Construction is
underway and expected to be completed by mid/late-2016. Planning Area:
Monta Loma/Farley/Rock Project Planner: Rebecca Shapiro Applicant:
Prometheus Real Estate Group"
"100 Moffett Blvd, Mountain View, CA 94043",2015-9,"In December 2013, the City Council approved a 184-unit apartment
project. The project includes three new residential buildings on an
approximately 2.68 acre site. The project includes the conversion of
an existing vehicle on-ramp to a bicycle/pedestrian-only paseo
connecting Stierlin Road to the corner of Central Expressway and
Moffett Boulevard. be completed by mid/late-2016."
"100 Moffett Blvd, Mountain View, CA 94043",2015-10,"In December 2013, the City Council approved a 184-unit apartment
project. The project includes three new residential buildings on an
approximately 2.68 acre site. The project includes the conversion of
an existing vehicle on-ramp to a bicycle/pedestrian-only paseo
connecting Stie rlin Road to the corner of Central Expressway and
Moffett Boulevard. be completed by mid/late-2016."
"100 Moffett Blvd, Mountain View, CA 94043",2015-11,"In December 2013, the City Council approved a 184-unit apartment
project. The project includes three new residential buildings on an
approximately 2.68 acre site. The project includes the conversion of
an existing vehicle on-ramp to a bicycle/pedestrian-only paseo
connecting Stierlin Road to the corner of Central Expressway and
Moffett Boulevard. be completed by mid/late-2016."
"100 Moffett Blvd, Mountain View, CA 94043",2016-6,"In December 2013, the City Council approved a 184-unit apartment
project. The project includes three new residential buildings on an
approximately 2.68 acre site. The project includes the conversion of
an existing vehicle on-ramp to a bicycle/pedestrian-only paseo
connecting Stierlin Road to the corner of Central Expressway and
Moffett Boulevard. be completed by late 2016."
"100 Moffett Blvd, Mountain View, CA 94043",2016-8,"In December 2013, the City Council approved a 184-unit apartment
project. The project includes three new residential buildings on an
approximately 2.68 acre site. The project includes the conversion of
an existing vehicle on-ramp to a bicycle/pedestrian-only paseo
connecting Stierlin Road to the corner of Central Expressway and
Moffett Boulevard. be completed by late 2016 /early 2017."
"100 Moffett Blvd, Mountain View, CA 94043",2016-10,"In December 2013, the City Council approved a 184-unit apartment
project. The project includes three new residential buildings on an
approximately 2.68 acre site. The project includes the conversion of
an existing vehicle on-ramp to a bicycle/pedestrian-only paseo
connecting Stierlin Road to the corner of Central Expressway and
Moffett Boulevard. be completed in phases by late 2016 /early 2017."
"100 Moffett Blvd, Mountain View, CA 94043",2017-2,"In December 2013, the City Council approved a 184-unit apartment
project. The project includes three new residential buildings on an
approximately 2.68 acre site. The project includes the conversion of
an existing vehicle on-ramp to a bicycle/pedestrian-only paseo
connecting Stierlin Road to the corner of Central Expressway and
Moffett Boulevard. be co mpleted in phases; one building is complete
and the remaining two buildings are expected to be complete d in early
2017."
"100 Moffett Blvd, Mountain View, CA 94043",2017-4,"In December 2013, the City Council approved a 184-unit apartment
project. The project includes three new residential buildings on an
approximately 2.68 acre site. The project includes the conversion of
an existing vehicle on-ramp to a bicycle/pedestrian-only paseo
connecting Stierlin Road to the corner of Central Expressway and
Moffett Boulevard. be co mpleted in phases; one building is complete
and the remaining two buildings are expected to be complete d by
mid-2017."
"100 Moffett Blvd, Mountain View, CA 94043",2017-6,"In December 2013, the City Council approved a 184-unit apartment
project. The project includes three new residential buildings on an
approximately 2.68 acre site. The project includes the conversion of
an existing vehicle on-ramp to a bicycle/pedestrian-only paseo
connecting Stierlin Road to the corner of Central Expressway and
Moffett Boulevard. be co mpleted in phases; two building s are
complete and the remaining building is expected to be complete d by
mid-2017."
"1200 Villa St, Mountain View, CA 94041",2013-5,"In June 2011, Council authorized a Gatekeeper request a Precise Plan
Amendme nt to the Villa Mariposa Precise Plan to allow office FARs up
to 0.65. Subsequently, Google purchased the property and there has
been no activity on this request. (Peter Gilli) Miramonte/Springer
Planning Area"
"1200 Villa St, Mountain View, CA 94041",2013-6,"In June 2011, Council authorized a Gatekeeper request a Precise Plan
Amendment to the Villa Mariposa Precise Pl an to allow office FARs up
to 0.65. Subsequently, Google purchased the prop erty and there has
been no activity on this request. (Peter Gilli) Miramonte/Springer
Planning Area"
"1200 Villa St, Mountain View, CA 94041",2013-7,"In June 2011, Council authorized a Gatekeeper request a Precise Plan
Amendment to the Villa Mariposa Precise Plan to allow office FARs up
to 0.65. Subsequently, Google purchased the property and there has
been no activity on this request. (Peter Gilli) Miramonte/Springer
Planning Area"
"1200 Villa St, Mountain View, CA 94041",2013-9,"In June 2011, Council authorized a Gatekeeper request a Precise Plan
Amendment to the Villa Mariposa Precise Plan to allow office FARs up
to 0.65. Subsequently, Google purchased th e property and there has
been no activity on this request. (Peter Gilli) Miramonte/Springer
Planning Area"
"1200 Villa St, Mountain View, CA 94041",2013-10,"In June 2011, Council authorized a Gatekeeper request to allow office
FARs up to 0.65. The project is inactive."
"1200 Villa St, Mountain View, CA 94041",2014-3,"In June 2011, Council authorized a Gatekeeper request to allow office
FAR ’s up to 0.65. The project is inactive."
"1200 Villa St, Mountain View, CA 94041",2014-6,"In June 2011, the City Council authorized a Gatekeeper request to
allow office FAR ’s up to 0.65. Status/Next Step(s): Inactive.
Planning Area: Central Neighborhood Project Planner: Gerry Beaudin"
"1200 Villa St, Mountain View, CA 94041",2014-8,"In June 2011, the City Council authorized a Gatekeeper request to
allow office FAR ’s up to 0.6 5. Status/Next Step(s): Inactive.
Planning Area: Central Neighborhood Project Planner: Gerry Beaudin"
"1200 Villa St, Mountain View, CA 94041",2014-10,"In June 2011, the City Council authorized a Gatekeeper request to
allow office FAR ’s up to 0.65. Status/Next Step(s): Inactive.
Planning Area: Central Neighborhood Project Planner: Gerry Beaudin"
"1200 Villa St, Mountain View, CA 94041",2015-2,"Status/Next Step(s): Inactive. Planning Area: Central Neighborhood
Project Planner: Gerry Beaudin"
"1200 Villa St, Mountain View, CA 94041",2015-3,"In June 2011, the City Council authorized a Gatekeeper request to
allow office FAR ’s up to 0.65. Status/Next Step(s): Inactive.
Planning Area: Central Neighborhood Project Planner: Gerry Beaudin"
"137 Easy St, Mountain View, CA 94043",2013-5,"In June 2012, Council authorized a Gatekeeper request by Robson Homes
to study a rezoning of 1.4 acres for a 21 rowhouse s. In May 2013, EPC
recom- mended approval and Council review is scheduled for June 2013.
(Lindsay Hagan)"
"137 Easy St, Mountain View, CA 94043",2013-6,"In June 2013, Robson Homes received Coun cil approval to construct a
21 unit rowhouse project."
"137 Easy St, Mountain View, CA 94043",2013-7,"In June 2013, Robson Homes received Council appro val to construct a
21 unit rowhouse project. Building permits are expected in August
2013, construction to begin by March 2014 with completion expected in
December 2014."
"137 Easy St, Mountain View, CA 94043",2013-8,"In June 2013, Robson Homes received Council approval to construct a 21
unit rowhouse project. Building permits are expected in August 2013,
construction to begin by March 2014 with completion expected in
December 2014."
"137 Easy St, Mountain View, CA 94043",2013-9,"In June 2013, Robson Homes received Council approval to construct a 21
unit rowhouse project. Building permits are expected in September
2013, construction to begin by March 2014 with completion expected in
December 2014."
"137 Easy St, Mountain View, CA 94043",2013-10,"In June 2013, Council approved a 21 unit rowhouse project. Building
permits are expected in September 2013, construction to begin by March
2014 with completion expected in December 2014."
"137 Easy St, Mountain View, CA 94043",2013-11,"In June 2013, Council approved a 21 unit rowhouse project.
Construction is anticipated to begin by March 2014 with completion in
December 2014. (Lindsay Hagan)"
"137 Easy St, Mountain View, CA 94043",2014-3,"In June 2013, Council approved a 21 unit rowhouse project.
Construction is anticipated to begin by March 2014 with completion in
2015."
"137 Easy St, Mountain View, CA 94043",2014-4,"In June 2013, Council approved a 21 unit rowhouse project.
Construction is anticipated to begin by March 2014 with completion
mid-2015."
"137 Easy St, Mountain View, CA 94043",2014-6,"In June 2013, the City Council approved a 21-unit rowhouse project
with a new private street on a 1.34 acre (58,387 sq. ft.) project
site. Status/Next Step(s): Appr oved. Building permits were issued in
May 2014 with construction expected to be completed in mid-2015.
Planning Area: Moffett/Whisman Project Planner: Lindsay Hagan"
"137 Easy St, Mountain View, CA 94043",2014-8,"In June 2013, the City Council approved a Zoning Map Amendment to
rezone the property from R3 to R3-2 (Multiple Family Residential)
district, and a Planned Unit Development Permit for a 21-unit rowhouse
project with a new private street, and a Heritage Tree removal permit
to remove 8 Heritage Trees. The project also includes the d emolition
of a duplex that currently sits on the 1.34 acre (58,387 sq. ft.)
project site. Status/Next Step(s): Approved. Building permits were
issued in May 2014 and construction has begun with completion is
anticipated in mid-2015. Planning Area: Moffett/Whisma n Project
Planner: Lindsay Hagan"
"137 Easy St, Mountain View, CA 94043",2014-10,"In June 2013, the City Council approved a Zoning Map Amendment to
rezone the property from R3 to R3-2 (Multiple Family Residential)
district, and a Planned Unit Development Permit for a 21-unit rowhouse
project with a new private street, and a Heritage Tree removal permit
to remove 8 Heritage Trees. The project also includes the demolition
of a duplex tha t currently sits on the 1.34 acre (58,387 sq. ft.)
project site. Status/Next Step(s): Approved. Building permits were
issued in May 2014 and construction has begun with completion is
anticipated in mid-2015. Planning Area: Moffett/Whisman Project
Planner: Lindsay Hagan"
"137 Easy St, Mountain View, CA 94043",2014-11,"In June 2013, the City Council approved a Zoning Map Amendment to
rezone the property from R3 to R3-2 (Multiple Family Residential)
district, and a Planned Unit Development Permit for a 21-unit rowhouse
project with a new private street, and a Heritage Tree removal permit
to remove 8 Heritage Trees. The project also includes the de molition
of a duplex that currently sits on the 1.34 acre (58,387 sq. ft.)
project site. Status/Next Step(s): Approved. Constru ction has begun
with completion anticipated in mid-2015. Planning Area:
Moffett/Whisman Project Planner: Lindsay Hagan"
"137 Easy St, Mountain View, CA 94043",2014-12,"In June 2013, the City Council approved a Zoning Map Amendment to
rezone the property from R3 to R3-2 (Multiple Family Residential)
district, and a Planned Unit Development Permit for a 21-unit rowhouse
project with a new private street, and a Heritage Tree removal permit
to remove 8 Heritage Trees. The project also includes the demolition
of a duplex that currently sits on the 1.34 acre (58,387 sq. ft.)
project site. Status/Next Step(s): Approved. Constru ction has begun
with completion anticipated in mid-2015. Planning Area:
Moffett/Whisman Project Pla nner: Lindsay Hagan"
"137 Easy St, Mountain View, CA 94043",2015-1,"In June 2013, the City Council approved a Zoning Map Amendment to
rezone the property from R3 to R3-2 (Multiple Family Residential)
district, and a Planned Unit Development Permit for a 21-unit rowhouse
project with a new private street, and a Heritage Tree removal permit
to remove 8 Heritage Trees. The project also includes the d emolition
of a duplex that currently sits on the 1.34 acre (58,387 sq. ft.)
project site. Status/Next Step(s): Approved. Constru ction has begun
with completion anticipated in mid-2015. Planning Area:
Moffett/Whisman Project Planner: Lindsay Hagan"
"137 Easy St, Mountain View, CA 94043",2015-2,"In June 2013, the City Council approved a Zoning Map Amendment to
rezone the property from R3 to R3-2 (Multiple Family Residential)
district, and a Planned Unit Development Permit for a 21-unit rowhouse
project with a new private street, and a Heritage Tree removal permit
to remove 8 Heritage Trees. The project also includes the demolition
of a duplex that currently sits on the 1.34 acre (58,387 sq. ft.)
project site. Status/Next Step(s): Approved. Construction has begun
with completion anticipated in mid-2015. Planning Area:
Moffett/Whisman Project Planner: Lindsay Hagan"
"137 Easy St, Mountain View, CA 94043",2015-3,"In June 2013, the City Council approved a Zoning Map Amendment to
rezone the property from R3 to R3-2 (Multiple Family Residential)
district, and a Planned Unit Development Permit for a 21-unit rowhouse
project with a new private street, and a Heritage Tree removal permit
to remove 8 Heritage Trees. The project also includes the demolition
of a duplex that currently sits on the 1.34 acre (58,387 sq. ft.)
project site. Status/Next Step(s): Approved. Constru ction has b egun
with completion anticipated in April 2015. Planning Area:
Moffett/Whisman Project Planner: Lindsay Hagan Applicant: Robson Homes"
"137 Easy St, Mountain View, CA 94043",2015-4,"In June 2013, the City Council approved a Zoning Map Amendment to
rezone the property from R3 to R3-2 (Multiple Family Residential)
district, and a Planned Unit Development Permit for a 21-unit rowhouse
project with a new private street, and a Heritage Tree removal permit
to remove 8 Heritage Trees. The project also includes t he demolition
of a duplex that currently sits on the 1.34 acre (58,387 sq. ft.)
project site. Status/Next Step(s): Approved. Constru ction has begun
with completion anticipated in April 2015. Planning Area:
Moffett/Whisman Project Planner: Lindsay Hagan Applicant: Robson Homes"
"137 Easy St, Mountain View, CA 94043",2015-5,"In June 2013, the City Council approved a Zoning Map Amendment to
rezone the property from R3 to R3-2 (Multiple Family Residential)
district, and a Planned Unit Development Permit for a 21-unit rowhouse
project with a new private street, and a Heritage Tree removal permit
to remove 8 Heritage Trees. The project also includes the demolition
of a duplex that currently sits on the 1.34 acre (58,387 sq. ft.)
project site. Status/Next Step(s): Approved. Constru ction has begun
with completion anticipated in summer 2015. Planning Area:
Moffett/Whisman Project Planner: Lindsay Hagan Applicant: Robson Homes"
"137 Easy St, Mountain View, CA 94043",2015-8,"In June 2013, the City Council approved a Zoning Map Amendment to
rezone the property from R3 to R3-2 (Multiple Family Residential)
district, and a Planned Unit Development Permit for a 21- unit
rowhouse project with a new private street, and a Heritage Tree
removal permit to remove 8 Heritage Tree s. The project also includes
the demolition of a duplex that currently sits on the 1.34 acre
(58,387 sq. ft.) project site. Status/Next Step(s): Approved. Constru
ction has begun with completion anticipated in September 2015.
Planning Area: Moffett/Whisman Project Planner: Lindsay Hagan
Applicant: Robson Homes"
"1616 W El Camino Real, Mountain View, CA 94040",2013-5,"In January 2013, Council authorized a Gatekeeper request to study a 67
unit apartment project, adjacent to the Tropicana project. Formal
review began after Council approved the Tropicana project in March
2013. An EPC study session was held in May 2013. The applicant is
revising their plans. (Central Neighborhoods Planning Area)"
"1616 W El Camino Real, Mountain View, CA 94040",2013-7,"In January 2013, Council authorized a Gatekeeper request to study a 67
unit apartment project, adjacent to the Tropicana project. Formal
review began after Council approved the Tropicana project in March
2013. An EPC study session was held in May 2013. The applicant is
revising their plans. A final Council hearing is anticipated by the
end of 2013."
"1616 W El Camino Real, Mountain View, CA 94040",2013-9,"In January 2013, Council authorized a Gatekeeper request to study a 67
unit apartment project, adjac ent to the Tropicana project. A final
Council hearing is anticipated in early 2014."
"1616 W El Camino Real, Mountain View, CA 94040",2013-10,"In January 2013, Council authorized a Gatekeeper request to study a 67
unit apartment project, adjacent to the Tropicana project. The EPC
will make a formal recommendation in December 2013. A final Council
hearing is anticipated in early 2014."
"1616 W El Camino Real, Mountain View, CA 94040",2013-11,"In January 2013, Council authorized a Gatekeeper request to study a 67
unit apartment project, adjacent to the Tropicana project. A final
Council hearing is anticipated in early 2014."
"1616 W El Camino Real, Mountain View, CA 94040",2014-2,"In January 2013, Council authorized a Gatekeeper request to study a 67
unit apartment project, adjacent to the Tropica na project. A final
Council hearing is scheduled for March 18, 2014."
"1616 W El Camino Real, Mountain View, CA 94040",2014-3,"In January 2013, Council authorized a Gatekeeper request to study a 67
unit apartment project, adjacent to the Tropicana project. A final
Council hearing is scheduled for March 18, 2014."
"1616 W El Camino Real, Mountain View, CA 94040",2014-4,"In March 2014, Council approved a 66-unit apartment project on a 0.99
acre parcel. (Central Neighborhoods Planning Area)"
"1616 W El Camino Real, Mountain View, CA 94040",2014-6,"In March 2014, the City Council approved a r equest for a Rezone from
the CRA (Commercial/Residential-Arterial) district to the P (Planned
Community) district, a Planned Community Permit to construct a 66
unit, 4-story apartment building to replace two existing retail
buildings totaling approximately 6,100 square feet, and a Heritage
Tree Removal Permit for the removal of two heritage trees on a 0.99
acre project site, located on the northwest corner of El Camino Real
and Mariposa Avenue Status/Next Step(s): Approved. The applicant
applied for buil ding permits to start construction of the project.
Planning Area: Central Neighborhoods Project Planner: Scott Plambaeck"
"1616 W El Camino Real, Mountain View, CA 94040",2014-8,"In March 2014, the City Council approved a r equest for a Rezone from
the CRA (Commercial/Residential-Arterial) district to the P (Planned
Community) district, a Planned Community Permit to construct a 66
unit, 4-story apartmen t building to replace two existing retail
buildings totaling approximately 6,100 square feet, and a Heritage
Tree Removal Permit for the removal of two heritage trees on a 0.99
acre project site, located on the northwest corner of El Camino Real
and Maripo sa Avenue Status/Next Step(s): Approved. The applicant
applied for building permits to start construction of the project.
Planning Area: Central Neighborhoods Project Planner: Scott Plambaeck"
"1616 W El Camino Real, Mountain View, CA 94040",2014-10,"In March 2014, the City Council approved a r equest for a Rezone from
the CRA (Commercial/Residential-Arterial) district to the P (Planned
Community) district, a Planned Community Permit to construct a 66
unit, 4-story apartment building to replace two existing retail
buildings totaling approximately 6,100 square feet, and a Heritage
Tree Removal Permit for the removal of two heritage trees on a 0.99
acre project site, located on the northwest corner of El Camino Real
and Mariposa Avenue Status/Next Step(s): Approved. The applicant
applied for buil ding permits to start construction of the project.
Planning Area: Central Neighborhoods Project Planner: Scott Plambaeck"
"1616 W El Camino Real, Mountain View, CA 94040",2014-11,"In March 2014, the City Council approved a r equest for a Rezone from
the CRA (Commercial/Residential-Arterial) district to the P (Planned
Community) district, a Planned Community Permit to construct a 66
unit, 4-story apartment building to replace two existing retail
buildings totaling approximately 6,100 square feet, and a Heritage
Tree Removal Permit for the removal of two heritage trees on a 0.99
acre project site, located on the northwest corner of El Camino Real
and Mariposa Avenue Status/Next Step(s): Approved. The applicant
applied for building permits to start construction of the project.
Planning Area: Central Neighborhoods Project Planner: Scott Plambaeck"
"1616 W El Camino Real, Mountain View, CA 94040",2015-1,"In March 2014, the City Council approved a r equest for a Rezone from
t he CRA (Commercial/Residential-Arterial) district to the P (Planned
Community) district, a Planned Community Permit to construct a 66
unit, 4-story apartment building to replace two existing retail
buildings totaling approximately 6,100 square feet, and a Heritage
Tree Removal Permit for the removal of two heritage trees on a 0.99
acre project site, located on the northwest corner of El Camino Real
and Mariposa Avenue Status/Next Step(s): Approved. The applicant
applied for building permits to start cons truction of the project.
Planning Area: Central Neighborhoods Project Planner: Scott Plambaeck"
